,doc_id,generated_question,generated_answer,is_markdown,context_batch
240,792.0,Сколько составляет прибыль (убыток) текущего года для кредитных организаций?,"Прибыль (убыток) текущего года составляет 15,2 20,2 104,7 319,8 52,5",0.0,"Прибыль (убыток) текущего года 15,2 20,2 104,7 319,8 52,5

Справочно: 

Количество кредитных организаций, единиц 122 113 109 109 106

в том числе по кредитным организациям со 100% иностранным участием

Активы 9,0 8,5 8,5 8,4 8,4

Собственные средства 
1 11,1 10,9 11,0 11,1 11,0

Корреспондентские счета в банках-нерезидентах 12,8 12,0 8,7 11,1 11,9

Кредиты и прочие размещенные средства, предоставленные 

нефинансовым организациям
7,2 7,8 8,0 7,8 7,7

Кредиты и прочие средства, предоставленные  физическим лицам 10,8 10,1 9,7 9,5 9,3

Кредиты, депозиты и прочие размещенные средства, 

предоставленные  кредитным организациям
16,4 11,1 16,7 15,8 15,3

Вклады физических лиц 6,2 5,8 5,9 5,7 5,8

Средства, привлеченные от организаций 
2 10,3 9,6 9,6 9,9 9,8

Прибыль (убыток) текущего года 12,7 14,9 426,7 564,4 100,3

Справочно: 

Количество кредитных организаций, единиц 76 75 73 73 72

1 
С отчетности на 1.02.14 капитал рассчитывается в соответствии с требованиями Положения Банка России от 

28.12.2012 №395-П (Базель III), до указанной даты - в соответствии с требованиями Положения Банка России от 

10.02.2003 №215-П .

2
 Включая депозиты, средства государственных и других внебюджетных фондов, Минфина России, финансовых органов, 

физических лиц-индивидуальных предпринимателей, клиентов по факторинговым, форфейтинговым операциям, 

депозитные сертификаты, средства в расчетах, средства, списанные со счетов клиентов, но не проведенные по 

корреспондентскому счету кредитной организации; без учета средств, привлеченных от кредитных организаций.

Департамент банковского надзора Банка России 



Таблица 11

Отдельные показатели деятельности кредитных организаций, по которым осуществляются меры 

по предупреждению банкротства
1

1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

Млрд. 

руб.

в % от 

банковского 

сектора

Млрд. 

руб.

в % от 

банковского 

сектора

Млрд. 

руб."
241,792.0,Какова динамика изменения активов банковского сектора в миллиардах рублей и в процентах от общего объема?,"Активы банковского сектора изменяются следующим образом: 2 105,9 млрд. руб. (3,7%), 3 831,3 млрд. руб. (4,9%), 3 502,5 млрд. руб. (4,7%), 3 514,5 млрд. руб. (4,9%), 3 564,8 млрд. руб. (4,8%).",0.0,"руб.

в % от 

банковского 

сектора

Млрд. 

руб.

в % от 

банковского 

сектора

Млрд. 

руб.

в % от 

банковского 

сектора

Млрд. 

руб.

в % от 

банковского 

сектора

Млрд. руб.

в % от 

банковского 

сектора

Активы 2 105,9 3,7 3 831,3 4,9 3 502,5 4,7 3 514,5 4,9 3 564,8 4,8

Собственные средства (капитал) 
2 202,8 2,9 52,1 0,7 1,5 0,0 13,0 0,2 0,9 0,0

Кредиты и прочие размещенные 

средства, предоставленные 

нефинансовым организациям

838,9 3,7 1 209,1 4,1 1 275,5 4,3 1 291,6 4,5 1 257,3 4,3

из них: просроченная 

задолженность

222,7 23,8 287,6 23,0 400,8 26,9 450,7 27,1 487,9 28,4

Кредиты и прочие средства, 

предоставленные физическим 

лицам

154,6 1,6 410,7 3,6 403,3 3,7 398,3 3,7 400,9 3,7

из них: просроченная 

задолженность

10,4 2,4 35,8 5,4 42,5 5,6 46,8 5,9 49,0 6,1

Вклады физических лиц 312,5 1,8 706,4 3,8 748,8 3,9 746,7 3,9 772,2 3,9

Средства, привлеченные от 

организаций 

794,7 4,5 1 163,4 4,7 1 139,5 4,6 1 135,7 4,8 1 097,0 4,5

Справочно: 

Количество кредитных 

организаций
1
, единиц

5 0,5 15 1,8 17 2,1 17 2,1 17 2,1

1
 По кредитным организациям, по которым осуществляются меры по предупреждению банкротства в соответствии с Федеральным законом от 

26.10.02 №127-ФЗ ""О несостоятельности (банкротстве)"", а также по кредитным организациям, решения о предупреждении банкротства 

которыx приняты в сентябре-октябре 2008г. 

2 
С отчетности на 1.02.14 капитал рассчитывается в соответствии с требованиями Положения Банка России от 28.12.2012 №395-П (Базель 

III), до указанной даты - в соответствии с требованиями Положения Банка России от 10.02.2003 №215-П ."
242,792.0,Какие данные содержатся в таблице 12 по структуре активов кредитных организаций?,"В таблице 12 представлена структура активов кредитных организаций, сгруппированных по направлениям вложений, с указанием значений активов на разные даты.",0.0,"Департамент банковского надзора Банка России 



Таблица 12

Структура активов кредитных организаций, сгруппированных по направлениям 

вложений 
(млрд.руб.)

Активы 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

1. Денежные средства, драгоценные металлы и камни - 

всего

1 608,7 2 754,2 1 741,9 1 564,0 1 597,3

1.1. Из них: денежные средства 1 523,1 2 671,8 1 681,3 1 488,0 1 524,4

2. Счета в Банке России и в уполномоченных органах 

других стран - всего

2 264,9 3 297,8 2 389,4 1 930,9 2 135,9

3. Корреспондентские счета в кредитных организациях - 

всего

1 496,5 2 675,2 2 543,8 2 600,8 2 672,3

В том числе:

3.1. Корреспондентские счета в кредитных организациях - 

корреспондентах

398,3 759,6 597,0 592,6 575,9

3.2. Корреспондентские счета в банках- нерезидентах 1 098,2 1 915,6 1 946,8 2 008,2 2 096,4

4. Ценные бумаги, приобретенные кредитными 

организациями - всего

7 822,3 9 724,0 9 543,8 9 594,4 9 696,1

В том числе:

4.1. Вложения в долговые обязательства 6 162,9 7 651,4 7 665,7 7 680,4 7 715,8

4.2. Вложения в долевые ценные бумаги 790,4 488,7 338,6 324,6 319,6

4.3. Учтенные векселя 274,1 218,0 168,3 160,3 172,7

4.4. Портфель участия в дочерних и зависимых 

акционерных обществах

594,9 1 365,9 1 371,2 1 429,1 1 488,1

5. Прочее участие в уставных капиталах 353,9 427,6 448,5 456,7 468,3

6. Производные финансовые инструменты 175,8 2 298,6 1 727,2 1 159,5 1 204,2

7. Кредиты и прочие ссуды -  всего 40 535,3 52 115,7 51 442,4 50 311,1 51 223,2

Из них:"
243,792.0,Каковы объемы просроченной задолженности по кредитам и прочим размещенным средствам за последние пять периодов?,"За последние пять периодов объемы просроченной задолженности по кредитам и прочим размещенным средствам составляли: 2 590,4; 1 720,5; 806,3; 30,3; 85,3.",0.0,"Из них:

7.1. Кредиты, депозиты и прочие размещенные средства 40 417,7 51 799,5 51 110,6 49 989,2 50 882,2

из них: просроченная задолженность 1 398,0 1 978,0 2 301,4 2 512,7 2 590,4

 Из них:

7.1.1. Кредиты и прочие размещенные средства, 

предоставленные нефинансовым организациям

22 499,2 29 536,0 29 631,6 28 879,3 29 384,4

из них: просроченная задолженность 933,7 1 250,7 1 487,6 1 662,6 1 720,5

7.1.2. Кредиты и прочие средства, предоставленные 

физическим лицам

9 957,1 11 329,5 10 940,8 10 773,9 10 726,8

из них: просроченная задолженность 440,3 667,5 758,5 792,3 806,3

7.1.3. Кредиты, депозиты и прочие размещенные средства, 

предоставленные  кредитным организациям

5 130,6 6 895,0 6 190,0 6 366,6 6 723,6

из них: просроченная задолженность 11,3 44,3 37,8 29,2 30,3

8. Основные средства, прочая недвижимость, 

нематериальные активы и материальные запасы

1 147,5 1 222,3 1 225,0 1 226,0 1 227,6

8.1  из них: недвижимость, временно не используемая в 

основной деятельности

64,8 74,4 81,4 85,0 85,3

9. Использование прибыли 192,2 177,0 49,6 40,7 47,8

из нее: налог на прибыль 188,6 157,7 48,1 39,9 46,9

10. Прочие активы - всего 1 826,0 2 960,5 3 335,7 3 404,9 3 240,7

 Из них:

10.1. Средства в расчетах 790,5 1 610,7 1 694,6 1 693,1 1 626,5

10.2. Дебиторы 312,2 307,0 425,5 414,4 402,4

10.3. Расходы будущих периодов 123,4 148,4 148,8 146,5 145,6

 Всего активов 57 423,1 77 653,0 74 447,2 72 289,1 73 513,4

Показатели деятельности кредитных организаций

Основные тенденции 

Департамент банковского надзора Банка России 



Таблица 13"
244,792.0,"Какова динамика изменения структуры пассивов кредитных организаций, сгруппированных по источникам средств?","Динамика изменения структуры пассивов кредитных организаций, сгруппированных по источникам средств, представлена в таблице 13. На 1 января 2014 года пассивы составляли 6 629,2 млрд.руб., а на 1 июля 2015 года - 6 974,1 млрд.руб.",0.0,"Показатели деятельности кредитных организаций

Основные тенденции 

Департамент банковского надзора Банка России 



Таблица 13

Структура пассивов кредитных организаций, сгруппированных по источникам 

средств
(млрд.руб.)

Пассивы 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

1. Фонды и прибыль кредитных организаций - всего 6 629,2 6 921,9 6 883,5 6 944,5 6 974,1

 В том числе:

1.1. Фонды 3 261,0 3 357,4 3 550,1 3 640,7 3 674,5

1.2. Прибыль (убыток) c учетом финансовых результатов   

прошлого года
3 368,3 3 479,1 3 319,0 3 296,9 3 292,5

 Из  нее:

1.2.1. Прибыль (убыток) текущего года 993,6 589,1 6,0 9,0 51,5

2. Кредиты, депозиты и прочие привлеченные 

средства, полученные кредитными организациями от 

Банка России

4 439,1 9 287,0 7 572,8 6 838,7 6 931,3

3. Счета кредитных организаций - всего 584,1 964,8 742,3 767,0 719,2

  Из них:

3.1. Корреспондентские счета кредитных организаций-

корреспондентов
365,8 688,3 526,0 530,7 510,8

3.2. Корреспондентские счета банков-нерезидентов 123,0 169,5 138,8 154,5 134,6

4. Кредиты, депозиты и  прочие средства, полученные 

от других кредитных организаций - всего 4 806,0 6 594,2 5 044,7 4 798,4 4 967,5

5. Средства клиентов - всего
1 34 930,9 43 814,0 44 332,1 43 355,8 44 375,7

  Из них:

5.1. Средства бюджетов на расчетных счетах 41,9 72,2 90,3 80,9 84,0

5.2. Средства государственных и других внебюджетных 

фондов на расчетных счетах
0,2 0,1 0,1 0,5 0,1

5.3. Cредства организаций на расчетных и прочих счетах 
6 516,1 7 434,7 8 272,3 7 778,3 7 927,1

5.4. Cредства клиентов в расчетах 400,3 550,6 613,5 529,9 526,0

5.5. Депозиты и прочие привлеченные средства"
245,792.0,Какова динамика изменения депозитов и прочих привлеченных средств у юридических лиц за последние пять периодов?,"Депозиты и прочие привлеченные средства юридических лиц (кроме кредитных организаций) составляли: 10 838,3; 17 007,9; 16 090,6; 15 429,3; 15 793,0",0.0,"5.5. Депозиты и прочие привлеченные средства 

юридических лиц (кроме кредитных организаций)  
10 838,3 17 007,9 16 090,6 15 429,3 15 793,0

5.6. Вклады физических лиц 16 957,5 18 552,7 19 092,9 19 383,2 19 892,3

5.7. Средства клиентов по факторинговым, 

форфейтинговым операциям
43,8 26,4 15,5 15,9 14,2

6. Облигации 1 213,1 1 357,5 1 322,7 1 303,6 1 330,6

7. Векселя и банковские акцепты 1 004,3 868,1 751,9 688,5 658,1

8. Производные финансовые инструменты 134,7 1 953,3 1 333,0 836,6 871,9

9. Прочие пассивы - всего 3 681,7 5 892,1 6 464,0 6 756,1 6 684,9

  Из них:

9.1. Резервы на возможные потери 2 851,9 4 054,1 4 362,5 4 523,5 4 625,3

9.2. Средства в расчетах 309,0 1 159,7 1 172,6 1 318,1 1 128,0

9.3. Кредиторы 95,7 77,9 124,2 87,5 122,3

9.4. Доходы будущих периодов 8,1 13,3 10,8 10,6 10,1

9.5. Проценты начисленные, обязательства по 

процентам/купонам по выпущенным ценным бумагам 417,0 526,6 637,2 660,9 643,9

  Из них:

9.5.1. Проценты просроченные 0,0 0,0 0,0 0,0 0,0

Всего пассивов 57 423,1 77 653,0 74 447,2 72 289,1 73 513,4

1
 Включая депозитные и сберегательные сертификаты.

Департамент банковского надзора Банка России 



Таблица 14

Структура активов кредитных организаций, сгруппированных по направлениям 

вложений  (в % к активам)

Активы 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

1. Денежные средства, драгоценные металлы и камни - 

всего

2,8 3,5 2,3 2,2 2,2

1.1. Из них: денежные средства 2,7 3,4 2,3 2,1 2,1

2. Счета в Банке России и в уполномоченных органах 

других стран - всего"
246,792.0,Сколько счетов в Банке России и в уполномоченных органах?,"Счета в Банке России и в уполномоченных органах всего - 3,9 4,2 3,2 2,7 2,9.",0.0,"2. Счета в Банке России и в уполномоченных органах 

других стран - всего

3,9 4,2 3,2 2,7 2,9

3. Корреспондентские счета в кредитных организациях - 

всего

2,6 3,4 3,4 3,6 3,6

В том числе:

3.1. Корреспондентские счета в кредитных организациях - 

корреспондентах

0,7 1,0 0,8 0,8 0,8

3.2. Корреспондентские счета в банках- нерезидентах 1,9 2,5 2,6 2,8 2,9

4. Ценные бумаги, приобретенные кредитными 

организациями - всего

13,6 12,5 12,8 13,3 13,2

В том числе:

4.1. Вложения в долговые обязательства 10,7 9,9 10,3 10,6 10,5

4.2. Вложения в долевые ценные бумаги 1,4 0,6 0,5 0,4 0,4

4.3. Учтенные векселя 0,5 0,3 0,2 0,2 0,2

4.4. Портфель участия в дочерних и зависимых 

акционерных обществах

1,0 1,8 1,8 2,0 2,0

5. Прочее участие в уставных капиталах 0,6 0,6 0,6 0,6 0,6

6. Производные финансовые инструменты 0,3 3,0 2,3 1,6 1,6

7. Кредиты и прочие ссуды -  всего 70,6 67,1 69,1 69,6 69,7

Из них:

7.1. Кредиты, депозиты и прочие размещенные средства 70,4 66,7 68,7 69,2 69,2

из них: просроченная задолженность 2,4 2,5 3,1 3,5 3,5

 Из них:

7.1.1. Кредиты и прочие размещенные средства, 

предоставленные нефинансовым организациям

39,2 38,0 39,8 39,9 40,0

из них: просроченная задолженность 1,6 1,6 2,0 2,3 2,3

7.1.2. Кредиты и прочие средства, предоставленные 

физическим лицам

17,3 14,6 14,7 14,9 14,6

из них: просроченная задолженность 0,8 0,9 1,0 1,1 1,1

7.1.3. Кредиты, депозиты и прочие размещенные средства, 

предоставленные  кредитным организациям

8,9 8,9 8,3 8,8 9,1

из них: просроченная задолженность 0,0 0,1 0,1 0,0 0,0

8. Основные средства, прочая недвижимость,"
247,792.0,Какова структура пассивов кредитных организаций по источникам средств?,"Структура пассивов кредитных организаций по источникам средств представлена следующим образом: 1. Фонды и прибыль кредитных организаций - 9,5%, Кредиты, депозиты и прочие привлеченные средства - 9,4%, Счета кредитных организаций - 1,0%, Кредиты, депозиты и прочие средства, полученные от других кредитных организаций - 6,8%.",0.0,"из них: просроченная задолженность 0,0 0,1 0,1 0,0 0,0

8. Основные средства, прочая недвижимость, 

нематериальные активы и материальные запасы

2,0 1,6 1,6 1,7 1,7

8.1  из них: недвижимость, временно не используемая в 

основной деятельности

0,1 0,1 0,1 0,1 0,1

9. Использование прибыли 0,3 0,2 0,1 0,1 0,1

из нее: налог на прибыль 0,3 0,2 0,1 0,1 0,1

10. Прочие активы - всего 3,2 3,8 4,5 4,7 4,4

 Из них:

10.1. Средства в расчетах 1,4 2,1 2,3 2,3 2,2

10.2. Дебиторы 0,5 0,4 0,6 0,6 0,5

10.3. Расходы будущих периодов 0,2 0,2 0,2 0,2 0,2

 Всего активов 100,0 100,0 100,0 100,0 100,0

Департамент банковского надзора Банка России 



Таблица 15

Структура пассивов кредитных организаций, сгруппированных по источникам 

средств  (в % к пассивам)

Пассивы 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

1. Фонды и прибыль кредитных организаций - всего 11,5 8,9 9,2 9,6 9,5

 В том числе:

1.1. Фонды 5,7 4,3 4,8 5,0 5,0

1.2. Прибыль (убыток) c учетом финансовых результатов   

прошлого года

5,9 4,5 4,5 4,6 4,5

 Из  нее:

1.2.1. Прибыль (убыток) текущего года 1,7 0,8 0,0 0,0 0,1

2. Кредиты, депозиты и прочие привлеченные средства, 

полученные кредитными организациями от Банка 

России

7,7 12,0 10,2 9,5 9,4

3. Счета кредитных организаций - всего 1,0 1,2 1,0 1,1 1,0

  Из них:

3.1. Корреспондентские счета кредитных организаций-

корреспондентов

0,6 0,9 0,7 0,7 0,7

3.2. Корреспондентские счета банков-нерезидентов 0,2 0,2 0,2 0,2 0,2

4. Кредиты, депозиты и  прочие средства, полученные от 

других кредитных организаций - всего

8,4 8,5 6,8 6,6 6,8"
248,792.0,Сколько средств клиентов находится в расчетах?,"Средства клиентов в расчетах составляют 0,7 0,7 0,8 0,7 0,7 млрд.руб.",0.0,"других кредитных организаций - всего

8,4 8,5 6,8 6,6 6,8

5. Средства клиентов - всего
1 60,8 56,4 59,5 60,0 60,4

  Из них:

5.1. Средства бюджетов на расчетных счетах 0,1 0,1 0,1 0,1 0,1

5.2. Средства государственных и других внебюджетных 

фондов на расчетных счетах

0,0 0,0 0,0 0,0 0,0

5.3. Cредства организаций на расчетных и прочих счетах 11,3 9,6 11,1 10,8 10,8

5.4. Cредства клиентов в расчетах 0,7 0,7 0,8 0,7 0,7

5.5. Депозиты и прочие привлеченные средства 

юридических лиц (кроме кредитных организаций)  

18,9 21,9 21,6 21,3 21,5

5.6. Вклады физических лиц 29,5 23,9 25,6 26,8 27,1

5.7. Средства клиентов по факторинговым, 

форфейтинговым операциям

0,1 0,0 0,0 0,0 0,0

6. Облигации 2,1 1,7 1,8 1,8 1,8

7. Векселя и банковские акцепты 1,7 1,1 1,0 1,0 0,9

8. Производные финансовые инструменты 0,2 2,5 1,8 1,2 1,2

9. Прочие пассивы - всего 6,4 7,6 8,7 9,3 9,1

  Из них:

9.1. Резервы на возможные потери 5,0 5,2 5,9 6,3 6,3

9.2. Средства в расчетах 0,5 1,5 1,6 1,8 1,5

9.3. Кредиторы 0,2 0,1 0,2 0,1 0,2

9.4. Доходы будущих периодов 0,0 0,0 0,0 0,0 0,0

9.5. Проценты начисленные, обязательства по 

процентам/купонам по выпущенным ценным бумагам
0,7 0,7 0,9

0,9 0,9

  Из них:

9.5.1. Проценты просроченные 0,0 0,0 0,0 0,0 0,0

Всего пассивов 100,0 100,0 100,0 100,0 100,0

1
 Включая депозитные и сберегательные сертификаты.

Департамент банковского надзора Банка России 



Таблица 16

Основные характеристики кредитных операций банковского сектора

(млрд.руб.)

В рублях В иностранной валюте Всего"
249,792.0,Каковы основные характеристики кредитных операций банковского сектора по таблице 16?,"В таблице 16 представлены данные о кредитах, депозитах и прочих размещенных средствах банковского сектора как в рублях, так и в иностранной валюте, а также общая сумма по различным периодам. Также указаны суммы просроченной задолженности по различным категориям.",0.0,"Таблица 16

Основные характеристики кредитных операций банковского сектора

(млрд.руб.)

В рублях В иностранной валюте Всего

1.01.14 1.01.15 1.04.15 1.06.15 1.07.15 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15 1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

1. Кредиты, депозиты и прочие размещенные средства - всего 31 300,2 36 664,1 35 102,9 35 195,3 35 408,3 9 117,6 15 135,3 16 007,7 14 793,9 15 473,9 40 417,7 51 799,5 51 110,6 49 989,2 50 882,2

    Из них:

     - просроченная задолженность 1 257,9 1 725,9 2 022,9 2 217,2 2 273,9 140,1 252,1 278,6 295,5 316,5 1 398,0 1 978,0 2 301,4 2 512,7 2 590,4

1.1 Кредиты и прочие размещенные средства, предоставленные 

нефинансовым организациям-резидентам

16 542,7 19 018,4 18 647,4 18 665,3 18 721,7 3 792,8 6 680,2 7 168,5 6 771,8 7 037,5 20 335,5 25 698,5 25 815,9 25 437,1 25 759,1

    Из них:

          - просроченная задолженность 812,0 1 020,8 1 207,4 1 352,1 1 394,5 58,3 86,5 104,5 128,5 132,8 870,2 1 107,3 1 311,9 1 480,7 1 527,3

из них:

1.1.1. Кредиты и прочие средства, предоставленные физическим лицам-

индивидуальным предпринимателям

666,9 668,1 617,6 593,1 582,8 5,5 7,8 7,7 6,7 7,0 672,4 675,8 625,3 599,8 589,8

    Из них:

          - просроченная задолженность 33,2 53,1 63,8 71,1 71,9 0,3 0,3 0,5 0,5 0,6 33,5 53,4 64,2 71,6 72,5

1.2 Кредиты и прочие размещенные средства, предоставленные 

юридическим лицам - нерезидентам (кроме банков)"
250,792.0,"Какова динамика просроченной задолженности по кредитам и прочим размещенным средствам, предоставленным юридическим лицам - нерезидентам?","Динамика просроченной задолженности по кредитам и прочим размещенным средствам, предоставленным юридическим лицам - нерезидентам, составляет: 20,8 63,5 82,5 88,5 87,4 42,7 79,9 93,2 93,5 105,8 63,5 143,4 175,7 182,0 193,2.",0.0,"1.2 Кредиты и прочие размещенные средства, предоставленные 

юридическим лицам - нерезидентам (кроме банков)

565,7 695,7 702,1 742,2 684,2 1 598,0 3 141,7 3 113,6 2 700,0 2 941,1 2 163,7 3 837,5 3 815,7 3 442,2 3 625,2

    Из них:

                   - просроченная задолженность 20,8 63,5 82,5 88,5 87,4 42,7 79,9 93,2 93,5 105,8 63,5 143,4 175,7 182,0 193,2

1.3  Кредиты, депозиты и прочие размещенные средства, 

предоставленные финансовому сектору

2 591,8 3 907,8 3 094,3 3 223,8 3 412,7 676,7 1 178,9 1 463,6 1 387,2 1 438,6 3 268,5 5 086,7 4 557,9 4 611,0 4 851,3

    Из них:

                   - просроченная задолженность 18,1 20,6 22,3 28,8 32,8 0,4 1,9 2,2 6,6 7,0 18,5 22,5 24,5 35,5 39,8

в том числе:                

 1.3.1 Кредитным организациям-резидентам 1 508,3 2 772,1 1 959,0 2 163,3 2 291,4 581,4 1 008,2 958,6 913,4 974,9 2 089,7 3 780,3 2 917,6 3 076,7 3 266,4

                  Из них:

                          - просроченная задолженность                            5,8 6,9 6,8 6,7 6,6 0,0 0,0 0,3 0,3 0,3 5,8 7,0 7,1 7,0 6,9

 1.3.2 Финансовым организациям различных форм собственности-

резидентам

1 083,5 1 135,7 1 135,3 1 060,5 1 121,3 95,3 170,7 505,1 473,8 463,6 1 178,8 1 306,4 1 640,4 1 534,3 1 584,9

                  Из них:

                          - просроченная задолженность                            12,3 13,7 15,5 22,1 26,2 0,3 1,8 1,9 6,4 6,7 12,7 15,5 17,4 28,5 32,9

1.4  Кредиты, депозиты и прочие размещенные средства, 

предоставленные банкам-нерезидентам"
251,792.0,"Какова динамика просроченной задолженности по кредитам, депозитам и прочим размещенным средствам, предоставленным банкам-нерезидентам?","Динамика просроченной задолженности по кредитам, депозитам и прочим размещенным средствам, предоставленным банкам-нерезидентам, составляет: 0,0 0,0 0,0 0,0 0,0 5,4 37,3 30,8 22,2 23,4 5,4 37,4 30,8 22,2 23,4.",0.0,"1.4  Кредиты, депозиты и прочие размещенные средства, 

предоставленные банкам-нерезидентам

416,6 237,8 325,0 411,3 431,5 2 624,4 2 876,9 2 947,5 2 878,6 3 025,7 3 041,0 3 114,7 3 272,5 3 289,9 3 457,2

                  Из них:

                          - просроченная задолженность                            0,0 0,0 0,0 0,0 0,0 5,4 37,3 30,8 22,2 23,4 5,4 37,4 30,8 22,2 23,4

1.5  Кредиты и прочие  размещенные средства, предоставленные 

государственным финансовым органам и внебюджетным фондам

816,0 1 033,9 978,2 910,0 938,4 0,0 0,0 0,0 0,0 0,0 816,0 1 033,9 978,2 910,0 938,4

                  Из них:

                           - просроченная задолженность 0,0 0,0 0,0 0,0 0,3 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,3

1.6 Кредиты и прочие средства, предоставленные физическим лицам-

резидентам 

9 708,8 11 014,0 10 631,6 10 508,6 10 456,0 227,0 289,6 283,6 241,1 247,6 9 935,8 11 303,7 10 915,3 10 749,6 10 703,6

      Из них:

            - просроченная задолженность 406,8 620,8 710,5 747,4 758,7 32,7 45,4 46,6 43,5 46,2 439,5 666,2 757,1 790,9 804,9

1.7 Кредиты и прочие средства, предоставленные физическим лицам-

нерезидентам 

11,1 14,8 14,3 14,2 14,0 10,2 11,1 11,2 10,0 9,2 21,3 25,9 25,5 24,3 23,2

      Из них:

           - просроченная задолженность 0,2 0,2 0,3 0,3 0,2 0,6 1,1 1,2 1,1 1,2 0,8 1,3 1,5 1,4 1,4

Справочно:

Резервы на возможные потери по кредитам, депозитам и прочим 

размещенным средствам 

2 417,3 3 459,8 3 710,0 3 852,9 3 913,6 0,0 0,0 0,0 0,0 0,0 2 417,3 3 459,8 3 710,0 3 852,9 3 913,6

Просроченные проценты по предоставленным кредитам, депозитам и"
252,792.0,Какие основные характеристики кредитных операций банковского сектора представлены в таблице 17?,"В таблице 17 представлены данные о просроченной задолженности по кредитам, проценты по предоставленным кредитам, депозитам и прочим размещенным средствам, вложения кредитных организаций в векселя резидентов и нерезидентов, а также другие основные характеристики кредитных операций банковского сектора.",0.0,"Просроченные проценты по предоставленным кредитам, депозитам и 

прочим размещенным средствам, учитываемые на балансовых счетах

80,6 153,5 173,6 177,5 184,9 6,6 20,6 24,3 21,5 25,2 87,1 174,1 197,9 199,0 210,1

Вложения кредитных организаций в векселя резидентов 221,8 188,7 146,5 134,7 128,5 50,1 25,7 20,5 25,6 44,2 271,9 214,4 167,0 160,2 172,7

Вложения кредитных организаций в векселя нерезидентов 0,0 0,0 0,0 0,0 0,0 2,2 3,5 1,3 0,0 0,0 2,2 3,6 1,3 0,0 0,0

Департамент банковского надзора Банка России 



Таблица 17

Основные характеристики кредитных операций банковского сектора (в % к общей сумме 

кредитов и в % к сумме активов)
1.01.14 1.01.15 1.04.15 1.06.15 1.07.15

100,0 100,0 100,0 100,0 100,0

70,4 66,7 68,7 69,2 69,2

     Из них:

     - просроченная задолженность 3,5 3,8 4,5 5,0 5,1

2,4 2,5 3,1 3,5 3,5

50,3 49,6 50,5 50,9 50,6

35,4 33,1 34,7 35,2 35,0

     Из них:

          - просроченная задолженность 2,2 2,1 2,6 3,0 3,0

1,5 1,4 1,8 2,0 2,1

из них:

1.1.1. Кредиты и прочие средства, предоставленные физическим 

лицам-индивидуальным предпринимателям

1,7 1,3 1,2 1,2 1,2

1,2 0,9 0,8 0,8 0,8

     Из них:

          - просроченная задолженность 0,1 0,1 0,1 0,1 0,1

0,1 0,1 0,1 0,1 0,1

5,4 7,4 7,5 6,9 7,1

3,8 4,9 5,1 4,8 4,9

            Из них:

                   - просроченная задолженность 0,2 0,3 0,3 0,4 0,4

0,1 0,2 0,2 0,3 0,3

8,1 9,8 8,9 9,2 9,5

5,7 6,6 6,1 6,4 6,6

            Из них:

                   - просроченная задолженность 0,0 0,0 0,0 0,1 0,1

0,0 0,0 0,0 0,0 0,1

в том числе:

 1.3.1 Кредитным организациям-резидентам 5,2 7,3 5,7 6,2 6,4"
